Blueberry Banger,600,Hybrid,20
Purple Haze,550,Sativa,16
Blue Dream,650,Hybrid,18
Strawberry Lemonade,550,Sativa,20
Mango Kush,600,Hybrid,21
Gorilla princess,600,Hybrid,20
Mandarin Cookies,600,Hybrid,18
Critical OG,700,Hybrid,20
Orange Punch,600,Hybrid,18
Gelato,650,Hybrid,16
Original Glue,600,Hybrid,20
